Unique ID,Business Name,Type (Chain/Independent),Probability of Muslim Ownership,Category,Street,City,Zip Code,State/Region,Country,Phone Number,Website URL,Google Maps Link,Latitude,Longitude,Opening Hours,Facebook,Instagram,TikTok,Data Source
UK-LEI-003,Mustafa Halal Butcher,Independent,100%,Halal Groceries & Butchers,188 Wharf St N,Leicester,LE1 2AB,,UK,+44 116 367 1703,,https://www.google.com/maps/place/Iman+Supermarket/data=!4m7!3m6!1s0x487761196a3e2f1f:0x7b9e7503c650263!8m2!3d52.638306!4d-1.1279487!16s%2Fg%2F11f11lrxbd!19sChIJHy8-ahlhd0gRYwJlPFDnuQc,52.6296445,-1.1847458,Mon: 9 AM-7 PM? | Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 11 AM-5 PM?,,,,Google Maps
UK-LUT-001,W.a Halal Meat And Grocery,Independent,100%,Halal Groceries & Butchers,1A Waldeck Rd,Luton,LU1 1HG,,UK,+44 7388 369414,,https://www.google.com/maps/place/W.A+Halal+Meat+and+Grocery/data=!4m7!3m6!1s0x48764985b448591b:0xc28961896b65ec90!8m2!3d51.885119!4d-0.4272806!16s%2Fg%2F11mrqzkgsv!19sChIJG1lItIVJdkgRkOxla4lhicI,51.885119,-0.4993784,Mon: 8 AM-9 PM? | Tue: 8 AM-9 PM? | Wed: 8 AM-9 PM? | Thu: 8 AM-9 PM? | Fri: 8 AM-9 PM? | Sat: 8 AM-9 PM? | Sun: 8 AM-9 PM?,,,,Google Maps
UK-LUT-002,Pak Halal Cash & Carry,Independent,100%,Halal Groceries & Butchers,108-112,Luton,LU1 1EW,,UK,+44 1582 452222,,https://www.google.com/maps/place/Pak+Halal+Cash+%26+Carry/data=!4m7!3m6!1s0x48764857ca77e725:0xaca9ab010e2bccba!8m2!3d51.8851124!4d-0.4277246!16s%2Fg%2F1tdp4jpy!19sChIJJed3yldIdkgRuswrDgGrqaw,51.8851124,-0.4998224,Mon: 8 AM-7:30 PM? | Tue: 8 AM-7:30 PM? | Wed: 8 AM-7:30 PM? | Thu: 8 AM-7:30 PM? | Fri: 8 AM-7:30 PM? | Sat: 8 AM-7:30 PM? | Sun: 8:30 AM-7:30 PM?,,,,Google Maps
UK-LUT-003,Al Karim Halal Butchers And Grocers,Independent,100%,Halal Groceries & Butchers,11 The Cross Way,Luton,LU1 5LY,,UK,+44 1582 480547,,https://www.google.com/maps/place/Al+Karim+Halal+Butchers+and+Grocers/data=!4m7!3m6!1s0x4876492795c9d423:0xc2ca8c790efcd391!8m2!3d51.8714295!4d-0.42864!16s%2Fg%2F11fpgygc1d!19sChIJI9TJlSdJdkgRkdP8DnmMysI,51.885119,-0.4993784,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 8 AM-8 PM?,,,,Google Maps
UK-LUT-004,New Halal World,Independent,100%,Halal Groceries & Butchers,2 St Dominics Square,Luton,LU4 0UN,,UK,+44 1582 472272,,https://www.google.com/maps/place/New+Halal+World/data=!4m7!3m6!1s0x48764edc83af1f6b:0xf516ff4bad553e77!8m2!3d51.9018262!4d-0.4958791!16s%2Fg%2F1tdy_g1m!19sChIJax-vg9xOdkgRdz5VrUv_FvU,51.9018262,-0.5679769,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 8:30 AM-7 PM?,,,,Google Maps
UK-LUT-005,Halal Meat,Independent,100%,Halal Groceries & Butchers,194 Leagrave Rd,Luton,LU4 8HZ,,UK,+44 7456 540055,,https://www.google.com/maps/place/Halal+Meat/data=!4m7!3m6!1s0x487648f8cdb17b2b:0xcc1c277686366089!8m2!3d51.8907159!4d-0.4325774!16s%2Fg%2F11c6sksn5c!19sChIJK3uxzfhIdkgRiWA2hnYnHMw,51.8859762,-0.5009744,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 9 AM-8 PM? | Sun: 9 AM-8 PM?,,,,Google Maps
UK-LUT-006,Bismillah Madina,Independent,,Halal Groceries & Butchers,311 Dunstable Rd,Luton,LU4 8BU,,UK,+44 1582 724706,,https://www.google.com/maps/place/Bismillah+Madina/data=!4m7!3m6!1s0x487648fc83dd6059:0x459f397260efb860!8m2!3d51.8886812!4d-0.4392872!16s%2Fg%2F1tdh7ykv!19sChIJWWDdg_xIdkgRYLjvYHI5n0U,51.8859762,-0.5009744,Mon: 8:30 AM-9 PM? | Tue: 8:30 AM-9 PM? | Wed: 8:30 AM-9 PM? | Thu: 8:30 AM-9 PM? | Fri: 8:30 AM-9 PM? | Sat: 8:30 AM-9 PM? | Sun: 8:30 AM-9 PM?,,,,Google Maps
UK-LUT-007,Esda Local,Independent,,Halal Groceries & Butchers,23 Trinity Rd,Luton,LU3 1TR,,UK,+44 7830 682281,,https://www.google.com/maps/place/ESDA+Local/data=!4m7!3m6!1s0x48764948ebdfa473:0xf883f46d6e9bdf8c!8m2!3d51.903468!4d-0.4387151!16s%2Fg%2F11llx41v6x!19sChIJc6Tf60hJdkgRjN-bbm30g_g,51.8859762,-0.5009744,Mon: 8 AM-10 PM? | Tue: 8 AM-10 PM? | Wed: 8 AM-10 PM? | Thu: 8 AM-10 PM? | Fri: 8 AM-10 PM? | Sat: 8 AM-10 PM? | Sun: 8 AM-9 PM?,,,,Google Maps
UK-LUT-008,Uk Halal,Independent,100%,Halal Groceries & Butchers,99 Selbourne Rd,Luton,LU4 8LS,,UK,+44 1582 570247,,https://www.google.com/maps/place/UK+Halal/data=!4m7!3m6!1s0x487648fdc8d36da1:0x631d236663ff99e8!8m2!3d51.8915802!4d-0.4370906!16s%2Fg%2F1tdg2qcf!19sChIJoW3TyP1IdkgR6Jn_Y2YjHWM,51.8859762,-0.5009744,Mon: 8 AM-8:30 PM? | Tue: 8 AM-8:30 PM? | Wed: 8 AM-8:30 PM? | Thu: 8 AM-8:30 PM? | Fri: 8 AM-8:30 PM? | Sat: 8 AM-8:30 PM? | Sun: 9 AM-8:30 PM?,,,,Google Maps
UK-LUT-009,Tayyab Foods,Independent,,Halal Groceries & Butchers,5a Riddy Ln,Luton,LU3 2AD,,UK,+44 1582 292042,http://www.tayyabfoods.co.uk,https://www.google.com/maps/place/Tayyab+Foods/data=!4m7!3m6!1s0x4876493e775fef7f:0xbb44a96af3b1901f!8m2!3d51.9064559!4d-0.4247627!16s%2Fg%2F11vds91mp5!19sChIJf-9fdz5JdkgRH5Cx82qpRLs,51.8859762,-0.5009744,Mon: 8 AM-9 PM? | Tue: 8 AM-9 PM? | Wed: 8 AM-9 PM? | Thu: 8 AM-9 PM? | Fri: 8 AM-9 PM? | Sat: 8 AM-9 PM? | Sun: 8 AM-9 PM?,,,,Google Maps
UK-LUT-010,The Luton Halal Meat Centre,Independent,100%,Halal Groceries & Butchers,189 Dunstable Rd,Luton,LU1 1BT,,UK,+44 1582 655533,,https://www.google.com/maps/place/The+Luton+Halal+Meat+Centre/data=!4m7!3m6!1s0x48764857c96d195f:0xe48362f8b02ffd4d!8m2!3d51.8854301!4d-0.4285986!16s%2Fg%2F11bzswjnw7!19sChIJXxltyVdIdkgRTf0vsPhig-Q,51.8859762,-0.5009744,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-7:45 PM? | Sun: 9 AM-7 PM?,,,,Google Maps
UK-LUT-011,Khan’s Supermarket,Independent,,Halal Groceries & Butchers,Dunstable Rd,Luton,LU1 1EH,,UK,+44 7960 055147,,https://www.google.com/maps/place/Khan%E2%80%99s+Supermarket/data=!4m7!3m6!1s0x4876499e85ef4663:0x348cd110b0f82284!8m2!3d51.8846534!4d-0.4272105!16s%2Fg%2F11s90gyt9x!19sChIJY0bvhZ5JdkgRhCL4sBDRjDQ,51.8859762,-0.5009744,Mon: 8 AM-10 PM? | Tue: 8 AM-9 PM? | Wed: 8 AM-9 PM? | Thu: 8 AM-9 PM? | Fri: 8 AM-9 PM? | Sat: 8 AM-9 PM? | Sun: 8 AM-9 PM?,,,,Google Maps
UK-LUT-012,Nur Market,Independent,,Halal Groceries & Butchers,2-6 Alma St,Luton,LU1 2PL,,UK,,,https://www.google.com/maps/place/NUR+Market/data=!4m7!3m6!1s0x4876498f81fbdf0f:0x2f33f8c69ebfc581!8m2!3d51.8812265!4d-0.4186294!16s%2Fg%2F11tj61r8mw!19sChIJD9_7gY9JdkgRgcW_nsb4My8,51.8859762,-0.5009744,Mon: 8 AM-11 PM? | Tue: 8 AM-11 PM? | Wed: 8 AM-11 PM? | Thu: 8 AM-11 PM? | Fri: 8 AM-11 PM? | Sat: 8 AM-11 PM? | Sun: 9 AM-10 PM?,,,,Google Maps
UK-LUT-013,Abdul Halal Meat,Independent,100%,Halal Groceries & Butchers,Unit E,Luton,LU3 3FH,The Moakes,UK,+44 1582 278462,,https://www.google.com/maps/place/Abdul+Halal+Meat/data=!4m7!3m6!1s0x4876493cab879a79:0xe953600f7a3eeda9!8m2!3d51.9183157!4d-0.4527633!16s%2Fg%2F11rhs3nd1b!19sChIJeZqHqzxJdkgRqe0-eg9gU-k,51.8859762,-0.5009744,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 8 AM-7 PM?,,,,Google Maps
UK-LUT-014,Ahmed Food Store,Independent,High,Halal Groceries & Butchers,2 St Ethelbert Ave,Luton,LU3 1QH,,UK,+44 1582 484100,,https://www.google.com/maps/place/Ahmed+Food+Store/data=!4m7!3m6!1s0x48764906bbf53861:0x21a10cf7f3fc5027!8m2!3d51.900033!4d-0.4349656!16s%2Fg%2F1hc2d70h1!19sChIJYTj1uwZJdkgRJ1D88_cMoSE,51.8859762,-0.5009744,Mon: 9 AM-9 PM? | Tue: 9 AM-9 PM? | Wed: 9 AM-9 PM? | Thu: 9 AM-9 PM? | Fri: 9 AM-9 PM? | Sat: 9 AM-9 PM? | Sun: 9 AM-9 PM?,,,,Google Maps
UK-LUT-015,Rayyan Asian Supermarket,Independent,,Halal Groceries & Butchers,237A Dunstable Rd,Luton,LU4 8BW,,UK,+44 1582 550117,,https://www.google.com/maps/place/Rayyan+Asian+Supermarket/data=!4m7!3m6!1s0x48764955265656c9:0xedd3c00774b86215!8m2!3d51.8864621!4d-0.4316479!16s%2Fg%2F11sc296f_0!19sChIJyVZWJlVJdkgRFWK4dAfA0-0,51.8859762,-0.5009744,Mon: 9 AM-9 PM? | Tue: 9 AM-9 PM? | Wed: 9 AM-9 PM? | Thu: 9 AM-9 PM? | Fri: 9 AM-9 PM? | Sat: 9 AM-9 PM? | Sun: 9 AM-9 PM?,,,,Google Maps
UK-LUT-016,Halal Meat & Grocery Store,Independent,100%,Halal Groceries & Butchers,118 Dallow Rd,Luton,LU1 1NE,,UK,,,https://www.google.com/maps/place/Halal+Meat+%26+Grocery+Store/data=!4m7!3m6!1s0x487648f7be7257fb:0xc4c453eae324c78b!8m2!3d51.881789!4d-0.4315902!16s%2Fg%2F11lst4d3lw!19sChIJ-1dyvvdIdkgRi8ck4-pTxMQ,51.8859762,-0.5009744,,,,,Google Maps
UK-LUT-017,Kashmir Halal Meat,Independent,100%,Halal Groceries & Butchers,Unit 4,Luton,LU1 2TP,,UK,+44 1582 720682,,https://www.google.com/maps/place/Kashmir+Halal+Meat/data=!4m7!3m6!1s0x4876484698bf8b19:0xcac5334ec09fe9fd!8m2!3d51.8796432!4d-0.4108618!16s%2Fg%2F1pxqcwh3x!19sChIJGYu_mEZIdkgR_emfwE4zxco,51.8859762,-0.5009744,Mon: 9 AM-5 PM? | Tue: 9 AM-5 PM? | Wed: 9 AM-5 PM? | Thu: 9 AM-5 PM? | Fri: 9 AM-5 PM? | Sat: 9 AM-5 PM? | Sun: Closed?,,,,Google Maps
UK-BLK-001,Shah Jee - Halal Meat & Groceries,Independent,100%,Halal Groceries & Butchers,71 E Park Rd,Blackburn,BB1 8DW,,UK,+44 7351 839926,,https://www.google.com/maps/place/Shah+Jee+-+Halal+Meat+%26+Groceries/data=!4m7!3m6!1s0x487b9f00259d6ec1:0xd1fb359a55159817!8m2!3d53.7590162!4d-2.48754!16s%2Fg%2F11w1q4vpvz!19sChIJwW6dJQCfe0gRF5gVVZo1-9E,53.7590162,-2.5235889,Mon: 9:15 AM-6:30 PM? | Tue: 9:15 AM-6:30 PM? | Wed: 9:15 AM-6:30 PM? | Thu: 9:15 AM-6:30 PM? | Fri: 9:15 AM-6:30 PM? | Sat: 10 AM-6 PM? | Sun: 10 AM-6 PM?,,,,Google Maps
UK-BLK-002,Al Makkah Foods,Independent,,Halal Groceries & Butchers,,Blackburn,,,UK,+44 1254 672862,,https://www.google.com/maps/place/Shah+Jee+-+Halal+Meat+%26+Groceries/data=!4m7!3m6!1s0x487b9f00259d6ec1:0xd1fb359a55159817!8m2!3d53.7590162!4d-2.48754!16s%2Fg%2F11w1q4vpvz!19sChIJwW6dJQCfe0gRF5gVVZo1-9E,53.7513157,-2.4820017,,,,,Google Maps
UK-BLK-003,Anwar Halal Meat,Independent,100%,Halal Groceries & Butchers,80 London Rd,Blackburn,BB1 7LR,,UK,+44 1254 581100,,https://www.google.com/maps/place/Anwar+Halal+Meat/data=!4m7!3m6!1s0x487b9fccd32865d7:0x890bd983d7ffb757!8m2!3d53.7546212!4d-2.4830315!16s%2Fg%2F1tf5pskb!19sChIJ12Uo08yfe0gRV7f_14PZC4k,53.7590162,-2.5235889,Mon: 9 AM-6 PM? | Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 9 AM-6 PM? | Sun: 10 AM-4 PM?,,,,Google Maps
UK-BLK-004,Lahore Foods,Independent,,Halal Groceries & Butchers,Beech St,Blackburn,BB1 6LT,,UK,+44 1254 433031,http://lahorifoods.com,https://www.google.com/maps/place/Lahore+Foods/data=!4m7!3m6!1s0x487b9f771252d971:0xad145b5061d956b6!8m2!3d53.7569389!4d-2.4680464!16s%2Fg%2F11vrhd2n5d!19sChIJcdlSEnefe0gRtlbZYVBbFK0,53.7590162,-2.5235889,Mon: 8:30 AM-8 PM? | Tue: 8:30 AM-8 PM? | Wed: 8:30 AM-8 PM? | Thu: 8:30 AM-8 PM? | Fri: 8:30 AM-8 PM? | Sat: 8:30 AM-8 PM? | Sun: 9 AM-7 PM?,,,,Google Maps
UK-BLK-005,Blackburn Halal Meat,Independent,100%,Halal Groceries & Butchers,6 Bank Top,Blackburn,BB2 2DT,,UK,+44 7599 090202,https://www.facebook.com/blackburnhalalmeat,https://www.google.com/maps/place/Blackburn+Halal+Meat/data=!4m7!3m6!1s0x487b9fea0283c495:0xea6f4798afb39f37!8m2!3d53.743346!4d-2.4936737!16s%2Fg%2F11lfqpxfzs!19sChIJlcSDAuqfe0gRN5-zr5hHb-o,53.7590162,-2.5235889,Mon: 8:30 AM-6:30 PM? | Tue: 8:30 AM-6:30 PM? | Wed: 8:30 AM-6:30 PM? | Thu: 8:30 AM-6:30 PM? | Fri: 8:30 AM-6:30 PM? | Sat: 8:30 AM-6:30 PM? | Sun: 8:30 AM-6:30 PM?,https://www.facebook.com/blackburnhalalmeat,,,Google Maps
UK-BLK-006,Sufi Halal Meats & Foods,Independent,100%,Halal Groceries & Butchers,158 St James's Rd,Blackburn,BB1 8HH,,UK,+44 7576 858844,,https://www.google.com/maps/place/Sufi+Halal+Meats+%26+Foods/data=!4m7!3m6!1s0x487b9f82cc03b4bf:0x557ae2da199c5676!8m2!3d53.7611541!4d-2.475268!16s%2Fg%2F11kj3zbqvf!19sChIJv7QDzIKfe0gRdlacGdrielU,53.7590162,-2.5235889,Mon: 9 AM-6 PM? | Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 9 AM-6 PM? | Sun: Closed?,,,,Google Maps
UK-BLK-007,M.h Halal Meat,Independent,100%,Halal Groceries & Butchers,2 Queen's Park Rd,Blackburn,BB1 1RF,,UK,+44 1254 676615,,https://www.google.com/maps/place/M.H+Halal+Meat/data=!4m7!3m6!1s0x487b9fba031eef77:0x8fe4141071a2058c!8m2!3d53.7441225!4d-2.4664637!16s%2Fg%2F1hc5ndgqr!19sChIJd-8eA7qfe0gRjAWicRAU5I8,53.7590162,-2.5235889,Mon: 9:30 AM-6 PM? | Tue: 9:30 AM-6 PM? | Wed: 9:30 AM-6 PM? | Thu: 9:30 AM-6 PM? | Fri: 9:30 AM-6 PM? | Sat: 9:30 AM-6 PM? | Sun: Closed?,,,,Google Maps
UK-BLK-008,K Q F Superstore,Independent,,Halal Groceries & Butchers,95 Whalley Range,Blackburn,BB1 6EA,,UK,+44 1254 52527,http://www.kqf-foods.com/blackburn,https://www.google.com/maps/place/K+Q+F+Superstore/data=!4m7!3m6!1s0x487b9e34cfb53b81:0xb037c230389212ac!8m2!3d53.7551095!4d-2.4784753!16s%2Fg%2F1q62grrqh!19sChIJgTu1zzSee0gRrBKSODDCN7A,53.7590162,-2.5235889,Mon: 8 AM-8 PM? | Tue: 8 AM-8 PM? | Wed: 8 AM-8 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-8 PM? | Sat: 8 AM-8 PM? | Sun: 9 AM-7 PM?,,,,Google Maps
UK-BLK-009,Kashmir Halal Centre,Independent,100%,Halal Groceries & Butchers,44 Whitehead St,Blackburn,BB2 1HP,,UK,+44 1254 661851,,https://www.google.com/maps/place/Kashmir+Halal+Centre/data=!4m7!3m6!1s0x487b9fd5c4b461bf:0x1da933b921a88ae6!8m2!3d53.7494063!4d-2.4975766!16s%2Fg%2F1tz958xk!19sChIJv2G0xNWfe0gR5oqoIbkzqR0,53.7590162,-2.5235889,Mon: 8:30 AM-7 PM? | Tue: 8:30 AM-7 PM? | Wed: 8:30 AM-7 PM? | Thu: 8:30 AM-7 PM? | Fri: 8:30 AM-7 PM? | Sat: 8:30 AM-7 PM? | Sun: Closed?,,,,Google Maps
UK-BLK-010,Tabrez Halal Meat,Independent,100%,Halal Groceries & Butchers,3 Blackburn St,Blackburn,BB1 7NG,,UK,+44 1254 260258,,https://www.google.com/maps/place/Tabrez+Halal+Meat/data=!4m7!3m6!1s0x487b9ec2b483b969:0x2f19d8286fe7e46d!8m2!3d53.753529!4d-2.480734!16s%2Fg%2F11cs5mx8_j!19sChIJabmDtMKee0gRbeTnbyjYGS8,53.7590162,-2.5235889,Mon: 9:30 AM-5:30 PM? | Tue: 9:30 AM-5:30 PM? | Wed: 9:30 AM-5:30 PM? | Thu: 9:30 AM-5:30 PM? | Fri: 9:30 AM-5:30 PM? | Sat: 9:30 AM-5:30 PM? | Sun: Closed?,,,,Google Maps
UK-BOL-001,Al Aqsa Halal Meat & Grocery,Independent,100%,Halal Groceries & Butchers,21 Park Rd,Bolton,BL1 4RX,,UK,+44 7885 983117,,https://www.google.com/maps/place/Al+Aqsa+Halal+Meat+%26+Grocery/data=!4m7!3m6!1s0x487ba700be9b3fe1:0xb3532c6ecd8890f3!8m2!3d53.5770783!4d-2.4450437!16s%2Fg%2F11f5vrcdds!19sChIJ4T-bvgCne0gR85CIzW4sU7M,53.5770783,-2.7334348,Open · Closes 8 PM,,,,Google Maps
UK-BOL-002,Madina Halal Meat & Super Store,Independent,100%,Halal Groceries & Butchers,192-196 Crescent Rd,Bolton,BL3 2JU,,UK,+44 1204 365992,,https://www.google.com/maps/place/Madina+Halal+Meat+%26+Super+Store/data=!4m7!3m6!1s0x487ba6487566a70d:0x8e2161b441602388!8m2!3d53.5624164!4d-2.4169561!16s%2Fg%2F11b_3d0jbq!19sChIJDadmdUime0gRiCNgQbRhIY4,53.5624164,-2.7053472,Mon: Open 24 hours? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 10 AM-6 PM?,,,,Google Maps
UK-BOL-003,Ahmed Village Market & Super Halal Meat,Independent,100%,Halal Groceries & Butchers,24 Egerton St,Bolton,BL4 7LE,Farnworth,UK,+49 7405 221646,,https://www.google.com/maps/place/Ahmed+Village+Market+%26+Super+Halal+Meat/data=!4m7!3m6!1s0x487ba792f69e8b27:0x6a7ca0a69677137!8m2!3d53.5550602!4d-2.4016693!16s%2Fg%2F11j86pzc7_!19sChIJJ4ue9pKne0gRN3FnaQrKpwY,53.5770783,-2.7334348,Open · Closes 8:30 PM,,,,Google Maps
UK-BOL-004,Zam Zam Halal Meat And Grocery,Independent,100%,Halal Groceries & Butchers,100 Crescent Rd,Bolton,BL3 2JR,,UK,+44 1204 773050,,https://www.google.com/maps/place/Zam+Zam+Halal+Meat+and+Grocery/data=!4m7!3m6!1s0x487ba7006be30d13:0xbc65f4af337c3690!8m2!3d53.563882!4d-2.418731!16s%2Fg%2F11wqhdktz0!19sChIJEw3jawCne0gRkDZ8M6_0Zbw,53.5624164,-2.7053472,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 10 AM-7 PM?,,,,Google Maps
UK-BOL-005,Quality Halal Meat,Independent,100%,Halal Groceries & Butchers,162 Deane Rd,Bolton,BL3 5DL,,UK,+44 1204 663727,,https://www.google.com/maps/place/Quality+Halal+Meat/data=!4m7!3m6!1s0x487ba7afa352f491:0xb7b379d5284f6d70!8m2!3d53.5732203!4d-2.4420961!16s%2Fg%2F1td2ggbg!19sChIJkfRSo6-ne0gRcG1PKNV5s7c,53.5770783,-2.7334348,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 9 AM-6 PM?,,,,Google Maps
UK-BOL-006,Makkah Hallal Meat,Independent,,Halal Groceries & Butchers,85 Market St.,Bolton,BL4 7NS,,UK,+44 7449 772025,,https://www.google.com/maps/place/Makkah+Hallal+Meat/data=!4m7!3m6!1s0x487ba703f94456e7:0xad3e8cd8f4f89743!8m2!3d53.5495379!4d-2.3942152!16s%2Fg%2F11x8dbk8ch!19sChIJ51ZE-QOne0gRQ5f49NiMPq0,53.5624164,-2.7053472,Mon: 8 AM-10 PM? | Tue: 8 AM-10 PM? | Wed: 8 AM-10 PM? | Thu: 8 AM-10 PM? | Fri: 8 AM-10 PM? | Sat: 8 AM-10 PM? | Sun: 10 AM-9 PM?,,,,Google Maps
UK-BOL-007,M Halal Meat,Independent,100%,Halal Groceries & Butchers,255,Bolton,BL3 6LA,,UK,+44 1204 520482,,https://www.google.com/maps/place/M+Halal+Meat/data=!4m7!3m6!1s0x487ba7b0f7a6d0c7:0xcf624a651e5c706a!8m2!3d53.5686051!4d-2.4409183!16s%2Fg%2F1hc51yz51!19sChIJx9Cm97Cne0gRanBcHmVKYs8,53.5624164,-2.7053472,Mon: 9 AM-7 PM? | Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 9 AM-2:30 PM?,,,,Google Maps
UK-BOL-008,Al Noor Superstore,Independent,,Halal Groceries & Butchers,60 Egerton St,Bolton,BL4 7LE,,UK,+44 1204 963833,,https://www.google.com/maps/place/Al+Noor+Superstore/data=!4m7!3m6!1s0x487ba78b424ebfa1:0xb6c01107e22b75fc!8m2!3d53.5542261!4d-2.4019857!16s%2Fg%2F11v6xbk7y_!19sChIJob9OQoune0gR_HUr4gcRwLY,53.5624164,-2.7053472,Mon: 7 AM-10 PM? | Tue: 7 AM-10 PM? | Wed: 7 AM-10 PM? | Thu: 7 AM-10 PM? | Fri: 7 AM-10 PM? | Sat: 7 AM-10 PM? | Sun: 7 AM-10 PM?,,,,Google Maps
UK-BOL-009,Sheikha Market,Independent,,Halal Groceries & Butchers,108,Bolton,BL3 3PJ,,UK,+44 7438 767607,,https://www.google.com/maps/place/Fresh+Halal+Meat/data=!4m7!3m6!1s0x487ba7913ac72d79:0x74bb32783bb36c3e!8m2!3d53.5672636!4d-2.4643783!16s%2Fg%2F11f2xy32bb!19sChIJeS3HOpGne0gRPmyzO3gyu3Q,53.5624164,-2.7053472,Mon: 8 AM-11:50 PM? | Tue: 8 AM-11:50 PM? | Wed: 8 AM-11:50 PM? | Thu: 8 AM-11:50 PM? | Fri: 8 AM-11:50 PM? | Sat: 8 AM-11:50 PM? | Sun: 8 AM-11:50 PM?,,,,Google Maps
UK-BOL-010,Fresh Halal Meat,Independent,100%,Halal Groceries & Butchers,371 Wigan Rd,Bolton,BL3 5QU,,UK,+44 1204 855325,,https://www.google.com/maps/place/Tawakal+Halal+Meat+%26+Poultry/data=!4m7!3m6!1s0x487ba7538a96caaf:0x9df3dcdc4fd00587!8m2!3d53.5831857!4d-2.4423472!16s%2Fg%2F11swwwp7f1!19sChIJr8qWilOne0gRhwXQT9zc850,53.5624164,-2.7053472,Mon: 8 AM-7 PM? | Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-7 PM? | Sun: 8 AM-7 PM?,,,,Google Maps
UK-BOL-011,Tawakal Halal Meat & Poultry,Independent,100%,Halal Groceries & Butchers,34 Chorley Old Rd,Bolton,BL1 3AE,,UK,+44 1204 773031,,https://www.google.com/maps/place/HAYA+Supermarket+limited/data=!4m7!3m6!1s0x487ba64c97af794b:0xd32720b02fdc1965!8m2!3d53.5668046!4d-2.4285521!16s%2Fg%2F11f03l_rct!19sChIJS3mvl0yme0gRZRncL7AgJ9M,53.5624164,-2.7053472,Mon: 9 AM-8 PM? | Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-8 PM? | Sun: 10 AM-7 PM?,,,,Google Maps
UK-OLD-001,Oldham Halal Meat,Independent,100%,Halal Groceries & Butchers,306 Lees Rd,Oldham,OL4 1NZ,,UK,+44 161 633 6992,,https://www.google.com/maps/place/Oldham+Halal+Meat/data=!4m7!3m6!1s0x487bb77fb5961d2b:0xdad2672377bd6814!8m2!3d53.5399538!4d-2.0889!16s%2Fg%2F11fvkzd619!19sChIJKx2WtX-3e0gRFGi9dyNn0to,53.5321181,-2.1197319,Mon: 9:30 AM-7:30 PM? | Tue: 9:30 AM-7:30 PM? | Wed: 9:30 AM-7:30 PM? | Thu: 9:30 AM-7:30 PM? | Fri: 9:30 AM-7:30 PM? | Sat: 9:30 AM-7:30 PM? | Sun: 9:30 AM-7:30 PM?,,,,Google Maps
UK-OLD-002,Al-emaan,Independent,,Halal Groceries & Butchers,,Oldham,,,UK,+44 161 626 3732,,https://www.google.com/maps/place/Bhatti+Halal+Meat/data=!4m7!3m6!1s0x487bb78b81cecc2d:0x7a3919f7c6901d9a!8m2!3d53.5405414!4d-2.0900639!16s%2Fg%2F11cllkwnyw!19sChIJLczOgYu3e0gRmh2QxvcZOXo,53.5321181,-2.1197319,,,,,Google Maps
